param_config,K,hidden_channel,model,lag,out,num_reps_found,RMSE_mean,RMSE_std,RMSE_min,RMSE_max,MAE_mean,MAE_std,MAE_min,MAE_max
K4_hc64_lag7_out7,4,64,GCRN,7,7,2,93.46416020170226,0.5229112976591637,590.406314375728,591.4521369710463,3.760747932400758,0.05143467543248459,7.673140919071492,7.776010269936461
K4_hc128_lag7_out7,4,128,GCRN,7,7,2,92.91047541398834,0.17193245716646288,590.5139371017132,590.8578020160461,3.670172568861217,0.0022693963641837733,7.639095752563175,7.643634545291542
K4_hc256_lag7_out7,4,256,GCRN,7,7,2,91.90666326737855,0.318014220643704,589.4398634290017,590.0758918702891,3.5655861744381023,0.030086628499215173,7.48966095625392,7.549834213252351
K1_hc32_lag7_out7,1,32,GCLSTM,7,7,2,94.44733042157347,0.01892473599951927,591.1213947238172,591.1592441958162,3.9564490241841996,0.05822559827108176,7.7242387054541055,7.840689901996269
K1_hc64_lag7_out7,1,64,GCLSTM,7,7,2,93.31817384910522,0.07064387219770651,590.7819588285632,590.9232465729586,3.9690941188234308,0.015745761484862175,7.803307969881703,7.8347994928514275
K1_hc128_lag7_out7,1,128,GCLSTM,7,7,2,91.38366032084413,0.02044188892909915,590.0683512576547,590.1092350355129,3.9754687604562706,0.08838271471223713,7.771053760179947,7.947819189604421
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,90.84288660784432,0.11112624491653378,588.8872301327222,589.1094826225552,4.040998861728575,0.10214610439657168,7.792453939496161,7.996746148289304
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,91.6941223235366,0.12951526115642764,590.5983986781565,590.8574292004694,3.8125224877427075,0.050632872952447006,7.682721114642281,7.783986860547175
K2_hc64_lag7_out7,2,64,GCLSTM,7,7,2,90.29011268488952,0.03344148959251925,590.3027206273887,590.3696036065737,3.813994905729186,0.03775980895347786,7.6850647040803,7.760584321987256
K2_hc128_lag7_out7,2,128,GCLSTM,7,7,2,89.46769594203262,0.11920148671856623,589.4844341346914,589.7228371081285,3.799303153556391,0.009650259311369869,7.70692792183147,7.72622844045421
K2_hc256_lag7_out7,2,256,GCLSTM,7,7,2,88.15209938032,0.02702506531443305,588.6694823520245,588.7235324826534,3.7856697229506406,0.022014912242532603,7.677065704550312,7.721095529035377
K3_hc32_lag7_out7,3,32,GCLSTM,7,7,2,91.91965523648342,0.21752918025271128,590.4376981530409,590.8727565135463,3.7405752884298282,0.010320857748934653,7.663568449848626,7.684210165346495
K3_hc64_lag7_out7,3,64,GCLSTM,7,7,2,90.1888780389585,0.08294612627349807,590.4799190004047,590.6458112529517,3.702677735578892,0.0697053847234308,7.570250301679508,7.709661071126369
K3_hc128_lag7_out7,3,128,GCLSTM,7,7,2,91.13378645278642,0.02302377338298811,589.9983053770383,590.0443529238042,3.6391507063963564,0.009608427712682222,7.556973681722836,7.5761905371482
K3_hc256_lag7_out7,3,256,GCLSTM,7,7,2,88.00148574019077,0.030713301544608385,589.2549077822009,589.3163343852901,3.5951867911569657,0.0016529829006461938,7.520295335796229,7.523601301597521
K4_hc32_lag7_out7,4,32,GCLSTM,7,7,2,91.77915883078236,0.02493601034910853,591.0047469745442,591.0546189952424,3.8352826147935684,0.028859503696902156,7.750276195090727,7.807995202484531
K4_hc64_lag7_out7,4,64,GCLSTM,7,7,2,91.7328174890377,0.3389561442760396,590.6580406557863,591.3359529443384,3.7244188801218896,0.02520292942666469,7.648264110950648,7.698669969803977
K4_hc128_lag7_out7,4,128,GCLSTM,7,7,2,92.28008780324583,0.14845931535558066,590.8016474216282,591.0985660523394,3.658084445349074,0.014931439936446633,7.589001503720271,7.618864383593165
K4_hc256_lag7_out7,4,256,GCLSTM,7,7,2,90.69867847406931,0.020511210463325824,589.7506706152132,589.7916930361398,3.612654750290686,0.002305804277732637,7.545556324620911,7.550167933176376
K1_hc32_lag7_out7,1,32,LSTM,7,7,2,95.10132869573098,0.061204645823977444,590.9846412264018,591.1070505180497,4.259381622414592,0.02047889023124938,8.04655624999333,8.087514030455829
K1_hc64_lag7_out7,1,64,LSTM,7,7,2,94.18710777818875,0.38124645736644425,590.3305639662016,591.0930568809345,4.125147493326539,0.00753489174847255,7.927483404277605,7.94255318777455
K1_hc128_lag7_out7,1,128,LSTM,7,7,2,93.60516535004572,0.01435099184578803,590.4894599828616,590.5181619665532,3.9261209763313456,0.01851573812321039,7.744290586804787,7.781322063051208
K1_hc256_lag7_out7,1,256,LSTM,7,7,2,98.98489198722072,2.3952655685162654,588.9048661272695,593.6953972643021,5.1830454173346,1.3734281138685667,7.634832881034447,10.38168910877158
K2_hc32_lag7_out7,2,32,LSTM,7,7,2,95.10132869573098,0.061204645823977444,590.9846412264018,591.1070505180497,4.259381622414592,0.02047889023124938,8.04655624999333,8.087514030455829
K2_hc64_lag7_out7,2,64,LSTM,7,7,2,94.18710777818875,0.38124645736644425,590.3305639662016,591.0930568809345,4.125147493326539,0.00753489174847255,7.927483404277605,7.94255318777455
