Identificador,tipo_grafo,RMSE,MAE,R2
LSTM_k1_h256_lags14_out4_alpha0.01,grafo_original,1.121598184288101,0.1148037207753685,0.4268742637186699
GCRN_k1_h256_lags5_out9_alpha0.01,grafo_original,1.2845839778144548,0.1355285568698331,0.2695887808532227
GCLSTM_k1_h256_lags5_out9_alpha0.01,grafo_original,1.2918901284293811,0.1363995348312211,0.2612575003172893
LSTM_k1_h256_lags5_out9_alpha0.01,grafo_original,1.308004455561382,0.1341805083029068,0.242713369384044
GCRN_k1_h256_lags3_out3_alpha0.01,grafo_original,1.0469749376459787,0.1127024257766708,0.5088778703340158
GCLSTM_k1_h256_lags3_out3_alpha0.01,grafo_original,1.0447706058251858,0.1121349476291049,0.510962752905692
LSTM_k1_h256_lags3_out3_alpha0.01,grafo_original,1.1371100967522645,0.1286800931154272,0.4206738911314875
GCRN_k1_h256_lags6_out1_alpha0.01,grafo_original,0.9547620129729272,0.1053398947527226,0.5939918190745272
GCLSTM_k1_h256_lags6_out1_alpha0.01,grafo_original,0.9579302822984412,0.1018350942163031,0.5912845744757813
LSTM_k1_h256_lags6_out1_alpha0.01,grafo_original,1.0114262336250708,0.0989032708597435,0.5443250095378234
GCRN_k1_h256_lags9_out1_alpha0.01,grafo_original,0.953574477430734,0.0987460753854212,0.5957623722751726
GCLSTM_k1_h256_lags9_out1_alpha0.01,grafo_original,0.9604093395501364,0.0982035749448576,0.5899628483024223
LSTM_k1_h256_lags9_out1_alpha0.01,grafo_original,0.9836786609544326,0.098726377392733,0.5698585007902954
GCRN_k1_h256_lags3_out2_alpha0.01,grafo_original,0.9787354417097636,0.1006048278619747,0.5705778374563983
GCLSTM_k1_h256_lags3_out2_alpha0.01,grafo_original,0.9776823485460288,0.1005524084989029,0.5715007236388907
LSTM_k1_h256_lags3_out2_alpha0.01,grafo_original,1.0808389582160625,0.1180031950783752,0.4763077098782345
GCRN_k1_h256_lags4_out1_alpha0.01,grafo_original,0.9446888066575408,0.0980774174092136,0.6025092473429496
GCLSTM_k1_h256_lags4_out1_alpha0.01,grafo_original,0.9412001574420218,0.0956927694609728,0.6054318228724511
LSTM_k1_h256_lags4_out1_alpha0.01,grafo_original,1.0435619164905234,0.1049978327749353,0.5149571912277466
GCRN_k1_h256_lags12_out1_alpha0.01,grafo_original,0.9688140578339632,0.0959330248116682,0.5827503523775869
GCLSTM_k1_h256_lags12_out1_alpha0.01,grafo_original,0.9795169195665256,0.0943525754541602,0.5734099469475857
